article_title,country,article_quality,revision_id,population,region
Mohamad Isa,Indonesia,"""GA""",1097052642,275.5,SOUTHEAST ASIA
Herman Monim,Indonesia,"""Start""",1066805579,275.5,SOUTHEAST ASIA
Burhan Muhammad,Indonesia,"""Stub""",1063404014,275.5,SOUTHEAST ASIA
Farouk Muhammad,Indonesia,"""Stub""",1098835847,275.5,SOUTHEAST ASIA
Ali Masykur Musa,Indonesia,"""Start""",1063399683,275.5,SOUTHEAST ASIA
Hasyim Muzadi,Indonesia,"""GA""",1072922132,275.5,SOUTHEAST ASIA
Abi Kusno Nachran,Indonesia,"""Start""",1063403183,275.5,SOUTHEAST ASIA
Rustam Effendy Nainggolan,Indonesia,"""Start""",1049059147,275.5,SOUTHEAST ASIA
Muhammad Nazar,Indonesia,"""Stub""",992150436,275.5,SOUTHEAST ASIA
Ngitung,Indonesia,"""Stub""",901722698,275.5,SOUTHEAST ASIA
Ramses Ohee,Indonesia,"""GA""",1096782591,275.5,SOUTHEAST ASIA
Panusunan Pasaribu,Indonesia,"""Start""",1107533136,275.5,SOUTHEAST ASIA
Julian Aldrin Pasha,Indonesia,"""Stub""",1025723291,275.5,SOUTHEAST ASIA
Poedjono Pranyoto,Indonesia,"""GA""",1101575086,275.5,SOUTHEAST ASIA
Prijono,Indonesia,"""C""",1085683318,275.5,SOUTHEAST ASIA
Anthony Winza Probowo,Indonesia,"""C""",1104560182,275.5,SOUTHEAST ASIA
I Gusti Ketut Pudja,Indonesia,"""GA""",1108931157,275.5,SOUTHEAST ASIA
Tedjo Edhy Purdijatno,Indonesia,"""Start""",1113174460,275.5,SOUTHEAST ASIA
Ridwan Suwidi,Indonesia,"""Stub""",1073107544,275.5,SOUTHEAST ASIA
Sa'duddin,Indonesia,"""Start""",1098426619,275.5,SOUTHEAST ASIA
Ahmad Ridha Sabana,Indonesia,"""Start""",1108576169,275.5,SOUTHEAST ASIA
Hari Sabarno,Indonesia,"""Start""",1106838713,275.5,SOUTHEAST ASIA
Bambang Santoso,Indonesia,"""Start""",1089472187,275.5,SOUTHEAST ASIA
Sidik Djojosukarto,Indonesia,"""GA""",1096392078,275.5,SOUTHEAST ASIA
Sudi Silalahi,Indonesia,"""Start""",1103540330,275.5,SOUTHEAST ASIA
W. T. P. Simarmata,Indonesia,"""Stub""",1100676941,275.5,SOUTHEAST ASIA
Mahadi Sinambela,Indonesia,"""Stub""",1106829598,275.5,SOUTHEAST ASIA
Mooryati Soedibyo,Indonesia,"""Start""",1085297344,275.5,SOUTHEAST ASIA
Soerjadi Soedirdja,Indonesia,"""Stub""",1077290298,275.5,SOUTHEAST ASIA
Soegiono,Indonesia,"""Stub""",1015211738,275.5,SOUTHEAST ASIA
Tjokorda Gde Raka Soekawati,Indonesia,"""Start""",1098075313,275.5,SOUTHEAST ASIA
Soemarno Sosroatmodjo,Indonesia,"""Stub""",1106486056,275.5,SOUTHEAST ASIA
Max Sopacua,Indonesia,"""Stub""",1098806848,275.5,SOUTHEAST ASIA
Sarifuddin Sudding,Indonesia,"""Stub""",1089760765,275.5,SOUTHEAST ASIA
Sukarni,Indonesia,"""GA""",1098589729,275.5,SOUTHEAST ASIA
Sukmawati Sukarnoputri,Indonesia,"""C""",1112923693,275.5,SOUTHEAST ASIA
Tjokorda Ngurah Wim Sukawati,Indonesia,"""Start""",1027765907,275.5,SOUTHEAST ASIA
Sukiman (regent),Indonesia,"""Stub""",1096320949,275.5,SOUTHEAST ASIA
Ibnu Sutowo,Indonesia,"""GA""",1111415805,275.5,SOUTHEAST ASIA
Syamsuddin Mahmud,Indonesia,"""C""",1111614888,275.5,SOUTHEAST ASIA
Charles Tambu,Indonesia,"""Stub""",1089151622,275.5,SOUTHEAST ASIA
Abdul Sajid Tamrin,Indonesia,"""Stub""",1088569372,275.5,SOUTHEAST ASIA
Jan Engelbert Tatengkeng,Indonesia,"""Start""",1063395891,275.5,SOUTHEAST ASIA
Frans Tutuhatunewa,Indonesia,"""Stub""",994017808,275.5,SOUTHEAST ASIA
A. Wahab,Indonesia,"""Stub""",925557257,275.5,SOUTHEAST ASIA
John Wattilete,Indonesia,"""Start""",1090960854,275.5,SOUTHEAST ASIA
Erna Witoelar,Indonesia,"""Stub""",1106103776,275.5,SOUTHEAST ASIA
Yansen Tipa Padan,Indonesia,"""Stub""",1080765579,275.5,SOUTHEAST ASIA
Z.A. Ahmad (Indonesian politician),Indonesia,"""Stub""",1050037853,275.5,SOUTHEAST ASIA
Achmad Rizal Zakaria,Indonesia,"""Stub""",1098843914,275.5,SOUTHEAST ASIA
Abbas Ali Akhtari,Iran,"""Start""",1080599135,88.6,SOUTH ASIA
Alireza Abbasi,Iran,"""Start""",1114766972,88.6,SOUTH ASIA
Ali Agha-Mohammadi,Iran,"""Stub""",1112736369,88.6,SOUTH ASIA
Ahmad Ali Moghimi,Iran,"""Stub""",1107510446,88.6,SOUTH ASIA
Aghapour Alishahi,Iran,"""Start""",1084147600,88.6,SOUTH ASIA
Mohammad Ali Asfanani,Iran,"""Stub""",1101619032,88.6,SOUTH ASIA
Mojtaba Bakhshipour,Iran,"""Start""",1114779852,88.6,SOUTH ASIA
Mousa Chegini,Iran,"""Stub""",1064387673,88.6,SOUTH ASIA
Mahmudali Chehregani,Iran,"""C""",1105475919,88.6,SOUTH ASIA
Habibollah Dahmardeh,Iran,"""Stub""",1113777811,88.6,SOUTH ASIA
Farhad Dejpasand,Iran,"""Stub""",1096326366,88.6,SOUTH ASIA
Nasr al-Din (Yunnan),Iran,"""C""",1095757526,88.6,SOUTH ASIA
Esfandiar Ekhtiyari,Iran,"""GA""",1113483101,88.6,SOUTH ASIA
Naeimeh Eshraghi,Iran,"""Start""",1110378559,88.6,SOUTH ASIA
Roozbeh Farahanipour,Iran,"""Start""",1109336712,88.6,SOUTH ASIA
Sohrab Gilani,Iran,"""Start""",1098114266,88.6,SOUTH ASIA
Fereidon Hasanvand,Iran,"""Stub""",1079997479,88.6,SOUTH ASIA
Seyed Zia Hashemi,Iran,"""Stub""",1085406495,88.6,SOUTH ASIA
Heshmatollah Falahatpishe,Iran,"""Start""",1112886244,88.6,SOUTH ASIA
Heydar Latifiyan,Iran,"""GA""",1109780388,88.6,SOUTH ASIA
Amir Hossein Jahanshahi,Iran,"""C""",1108533914,88.6,SOUTH ASIA
Jalal ed-Din Amir Chakhmaq Shami,Iran,"""Stub""",985139372,88.6,SOUTH ASIA
Yadollah Javani,Iran,"""Start""",1038390832,88.6,SOUTH ASIA
Roohallah Jomei,Iran,"""C""",1112885752,88.6,SOUTH ASIA
Hamid Kahram,Iran,"""Stub""",1105535531,88.6,SOUTH ASIA
Mohammad Reza Kalaei,Iran,"""C""",1060452024,88.6,SOUTH ASIA
Mohammad Khamenei,Iran,"""C""",1086379208,88.6,SOUTH ASIA
Kazem Khavazi,Iran,"""Stub""",1081519220,88.6,SOUTH ASIA
Ensieh Khazali,Iran,"""Stub""",1113408053,88.6,SOUTH ASIA
Mehrdad Khonsari,Iran,"""C""",1109501844,88.6,SOUTH ASIA
Mohammad-Hossein Khoshvaght,Iran,"""Stub""",904994298,88.6,SOUTH ASIA
Meysam Latifi,Iran,"""Stub""",1100968096,88.6,SOUTH ASIA
Mohammed Sharif Malekzadeh,Iran,"""Start""",1115226079,88.6,SOUTH ASIA
Hadi Manafi,Iran,"""Stub""",1114470303,88.6,SOUTH ASIA
Ahmad Masoumifar,Iran,"""Stub""",1096877809,88.6,SOUTH ASIA
Ebrahim Matinian,Iran,"""Start""",1053545750,88.6,SOUTH ASIA
Seyed Mostafa Mir-Shafiei,Iran,"""Stub""",1063806334,88.6,SOUTH ASIA
Mohammad Ashouri Taziani,Iran,"""Stub""",1096365535,88.6,SOUTH ASIA
Mohammad Faghie,Iran,"""Stub""",1095731005,88.6,SOUTH ASIA
Mohammad Hadi Nejad Hosseinian,Iran,"""Stub""",1112459525,88.6,SOUTH ASIA
Mohammad Reza Mokhber Dezfouli,Iran,"""Stub""",1064893227,88.6,SOUTH ASIA
Mohammad Saleh Meftah,Iran,"""C""",1113597047,88.6,SOUTH ASIA
Mohammad Shahcheraghi,Iran,"""C""",1096983521,88.6,SOUTH ASIA
Mohammad-Hadi Abdekhodaei,Iran,"""Start""",1107714938,88.6,SOUTH ASIA
Amir Mohebbian,Iran,"""Start""",1112886314,88.6,SOUTH ASIA
Mohammad Mojabi,Iran,"""Stub""",1024451751,88.6,SOUTH ASIA
Mohammad Mokhber,Iran,"""Start""",1112732318,88.6,SOUTH ASIA
Mostafa Mesbahzadeh,Iran,"""C""",1114511925,88.6,SOUTH ASIA
Rasoul Movahedian,Iran,"""Stub""",1105642870,88.6,SOUTH ASIA
Majid Naseri Nejad,Iran,"""Start""",1032145568,88.6,SOUTH ASIA
Ali Mohammad Noorian,Iran,"""Stub""",1067103108,88.6,SOUTH ASIA
Ghodratollah Norouzi,Iran,"""Stub""",1092905193,88.6,SOUTH ASIA
Reza Nouri,Iran,"""C""",1079920602,88.6,SOUTH ASIA
Ali Asqar Peyvandi,Iran,"""Stub""",1027468773,88.6,SOUTH ASIA
Qasem Saedi,Iran,"""Start""",1038022012,88.6,SOUTH ASIA
Safdar Rahmat Abadi,Iran,"""Stub""",1096417344,88.6,SOUTH ASIA
Valiollah Rostaminejad,Iran,"""Stub""",905601335,88.6,SOUTH ASIA
Ahmad Toyserkani Ravari,Iran,"""Start""",1108429142,88.6,SOUTH ASIA
Ali Asghar Yousefnejad,Iran,"""Stub""",1103536671,88.6,SOUTH ASIA
Moussa Zargar,Iran,"""Stub""",1102540197,88.6,SOUTH ASIA
Abd al-Aziz al-Badri,Iraq,"""Start""",1112796288,44.5,WESTERN ASIA
Abd al-Ilah,Iraq,"""Stub""",527036196,44.5,WESTERN ASIA
Abd-Allah ibn Aamir Hadhrami,Iraq,"""Stub""",1045073284,44.5,WESTERN ASIA
Suhaylah Abd-Jaafar,Iraq,"""Start""",1099446036,44.5,WESTERN ASIA
Abdulsalam Abdullah,Iraq,"""Stub""",918303384,44.5,WESTERN ASIA
Mazin Abu Kalal,Iraq,"""Stub""",1097880283,44.5,WESTERN ASIA
Akeel Al Saffar,Iraq,"""Stub""",1033783481,44.5,WESTERN ASIA
Widad Akrawi,Iraq,"""B""",1113547899,44.5,WESTERN ASIA
Ali Salih al-Sa'di,Iraq,"""GA""",1086637492,44.5,WESTERN ASIA
Mouin AlKazmi,Iraq,"""Stub""",1105848691,44.5,WESTERN ASIA
Zekra Alwach,Iraq,"""Start""",1059798654,44.5,WESTERN ASIA
Amin Farhan Jejo,Iraq,"""Stub""",1096991868,44.5,WESTERN ASIA
Najiha Al-Amiri,Iraq,"""Start""",1052524548,44.5,WESTERN ASIA
Dia al-Asadi,Iraq,"""Start""",1037622892,44.5,WESTERN ASIA
Iman al-Asadi,Iraq,"""Stub""",1059798652,44.5,WESTERN ASIA
Adnan al-Assadi,Iraq,"""Start""",1108429286,44.5,WESTERN ASIA
Atwan Al Atwani,Iraq,"""Stub""",1028603833,44.5,WESTERN ASIA
Abu Bakr al-Baghdadi,Iraq,"""GA""",1115245904,44.5,WESTERN ASIA
Mohammad Bahr al-Uloom,Iraq,"""C""",1078921590,44.5,WESTERN ASIA
Luis Caro Bandar,Iraq,"""Stub""",1033782785,44.5,WESTERN ASIA
Ahmed al-Barak,Iraq,"""Stub""",885118117,44.5,WESTERN ASIA
Masrour Barzani,Iraq,"""C""",1114030503,44.5,WESTERN ASIA
Kamil Chadirji,Iraq,"""C""",1077258966,44.5,WESTERN ASIA
Sondul Chapouk,Iraq,"""Stub""",1059798639,44.5,WESTERN ASIA
Vian Dakhil,Iraq,"""C""",1104971001,44.5,WESTERN ASIA
Asma al-Dulaimi,Iraq,"""Stub""",1059798640,44.5,WESTERN ASIA
Asaad Al Eidani,Iraq,"""Stub""",1054925995,44.5,WESTERN ASIA
Qasim Al-Fahadawi,Iraq,"""C""",1033783787,44.5,WESTERN ASIA
Faisal I of Iraq,Iraq,"""C""",1114418935,44.5,WESTERN ASIA
Fakhri al-Tabaqchali,Iraq,"""Stub""",1101817736,44.5,WESTERN ASIA
Vala Fareed,Iraq,"""Start""",1057082415,44.5,WESTERN ASIA
Hanan Saeed Mohsen al-Fatlawi,Iraq,"""Start""",1106092543,44.5,WESTERN ASIA
Rewaz Fayeq,Iraq,"""Start""",1108335663,44.5,WESTERN ASIA
Falih Al-Fayyadh,Iraq,"""Start""",1106886667,44.5,WESTERN ASIA
Rend al-Rahim Francke,Iraq,"""C""",1052524570,44.5,WESTERN ASIA
Juwan Fuad Masum,Iraq,"""Stub""",1052524574,44.5,WESTERN ASIA
Mohammed Al-Ghabban,Iraq,"""C""",1105766539,44.5,WESTERN ASIA
Saadoun Ghaidan,Iraq,"""Start""",1051633765,44.5,WESTERN ASIA
Mohammed Hadid,Iraq,"""C""",1114418907,44.5,WESTERN ASIA
Rustam Haidar,Iraq,"""Stub""",1070094230,44.5,WESTERN ASIA
Zakia Hakki,Iraq,"""C""",1111169476,44.5,WESTERN ASIA
Mohamed Al-Halbousi,Iraq,"""Start""",1112844569,44.5,WESTERN ASIA
Ahmad Hardi,Iraq,"""Start""",1051383470,44.5,WESTERN ASIA
Khairuddin Haseeb,Iraq,"""Stub""",1098806449,44.5,WESTERN ASIA
Maysoon al-Hashemi,Iraq,"""Stub""",1110842025,44.5,WESTERN ASIA
Aqila al-Hashimi,Iraq,"""Start""",1090557040,44.5,WESTERN ASIA
Azhar Abd Al Majeed Husain,Iraq,"""Stub""",1059798642,44.5,WESTERN ASIA
Abd al-Tawab Mullah Huwaysh,Iraq,"""Stub""",1065784220,44.5,WESTERN ASIA
Mohammad Iqbal Omar,Iraq,"""Start""",1070088388,44.5,WESTERN ASIA
Jaafar al-Sadr,Iraq,"""C""",1108536390,44.5,WESTERN ASIA
Salim al-Jabouri,Iraq,"""Start""",1024949258,44.5,WESTERN ASIA
Dhia Jafar,Iraq,"""C""",1089478407,44.5,WESTERN ASIA
Iyad Jamal Al-Din,Iraq,"""Start""",1050345518,44.5,WESTERN ASIA
Jamal Baban,Iraq,"""Start""",1099444491,44.5,WESTERN ASIA
Jamil Abdul Wahab,Iraq,"""Start""",1100882600,44.5,WESTERN ASIA
Abdullah Hussein Jebara,Iraq,"""C""",1080205483,44.5,WESTERN ASIA
Ahmed Abdullah al-Jubouri,Iraq,"""Start""",1106334225,44.5,WESTERN ASIA
Muhammed Ibrahim al-Juraissey,Iraq,"""Stub""",931452659,44.5,WESTERN ASIA
Yousef al-Kalabi,Iraq,"""Start""",1074202236,44.5,WESTERN ASIA
Ghaida Kambash,Iraq,"""Stub""",1108884117,44.5,WESTERN ASIA
Duraid Kashmoula,Iraq,"""Stub""",993993692,44.5,WESTERN ASIA
Osama Youssef Kashmoula,Iraq,"""Stub""",1096316560,44.5,WESTERN ASIA
Lamiya Abed Khadawi,Iraq,"""Stub""",1090556584,44.5,WESTERN ASIA
Khairi Al-Hindawi,Iraq,"""C""",1088323796,44.5,WESTERN ASIA
Salama al-Khufaji,Iraq,"""Stub""",1112097100,44.5,WESTERN ASIA
Raja Habib al-Khuzaai,Iraq,"""Stub""",1059798646,44.5,WESTERN ASIA
Hamid Rashid Ma`ala,Iraq,"""Stub""",1098592127,44.5,WESTERN ASIA
Abbas Mahdi,Iraq,"""Stub""",1033783405,44.5,WESTERN ASIA
Aisha Ghazal Mahdi,Iraq,"""Stub""",1112989971,44.5,WESTERN ASIA
Huda Sajjad Mahmoud Shaker,Iraq,"""Stub""",1089249414,44.5,WESTERN ASIA
Mohammed Haji Mahmoud,Iraq,"""Start""",1030279163,44.5,WESTERN ASIA
George Mansour,Iraq,"""Stub""",1042992539,44.5,WESTERN ASIA
Tayseer al-Mashhadani,Iraq,"""Stub""",1089275720,44.5,WESTERN ASIA
Fuad Masum,Iraq,"""C""",1104749153,44.5,WESTERN ASIA
Muhammad Jamil Al-Mayahi,Iraq,"""Stub""",994019770,44.5,WESTERN ASIA
Wijdan Michael,Iraq,"""Stub""",1089276041,44.5,WESTERN ASIA
Siham Mousa Hamoud Jabr Al Moussawi,Iraq,"""Stub""",1089249339,44.5,WESTERN ASIA
Muhammed Ali Mahmud,Iraq,"""Start""",1059539650,44.5,WESTERN ASIA
Mawlud Mukhlis,Iraq,"""Start""",1091139346,44.5,WESTERN ASIA
Mishkat al-Mumin,Iraq,"""Start""",1099447794,44.5,WESTERN ASIA
Tariq Najm,Iraq,"""Start""",1102749100,44.5,WESTERN ASIA
Majid al-Nasrawi,Iraq,"""Stub""",1085126794,44.5,WESTERN ASIA
Yahia Nasseri,Iraq,"""Stub""",1107365337,44.5,WESTERN ASIA
Atheel al-Nujaifi,Iraq,"""Stub""",1093222115,44.5,WESTERN ASIA
Saleh al-Ogaili,Iraq,"""Stub""",995654848,44.5,WESTERN ASIA
Ali al-Qaradaghi,Iraq,"""Start""",1112620841,44.5,WESTERN ASIA
Suhaib al-Rawi,Iraq,"""Start""",1033783078,44.5,WESTERN ASIA
Ahmed Abu Risha,Iraq,"""GA""",1115071112,44.5,WESTERN ASIA
Mowaffak al-Rubaie,Iraq,"""Start""",1110391679,44.5,WESTERN ASIA
Maruf al Rusafi,Iraq,"""GA""",1090870936,44.5,WESTERN ASIA
Shatha Mousa Sadiq,Iraq,"""Stub""",1089280360,44.5,WESTERN ASIA
Alaa al-Sadoun,Iraq,"""Stub""",1089280397,44.5,WESTERN ASIA
Tahseen Said,Iraq,"""Start""",1095878598,44.5,WESTERN ASIA
Numan al-Samarrai,Iraq,"""Stub""",1098805033,44.5,WESTERN ASIA
Sargon Lazar Slewa,Iraq,"""Stub""",1110607225,44.5,WESTERN ASIA
Sawsan Ali Sharifi,Iraq,"""Start""",1052524559,44.5,WESTERN ASIA
Ahmed Shibani,Iraq,"""Stub""",1108584984,44.5,WESTERN ASIA
Safia Taleb Ali al-Suhail,Iraq,"""B""",1110638559,44.5,WESTERN ASIA
Hussein al-Tahan,Iraq,"""Stub""",1115286059,44.5,WESTERN ASIA
Asaad Abu Gilel al-Taie,Iraq,"""Stub""",1079746198,44.5,WESTERN ASIA
Ala Talabani,Iraq,"""Start""",1058589648,44.5,WESTERN ASIA
Talib al-Naqib,Iraq,"""GA""",1026828167,44.5,WESTERN ASIA
Ali Al Tamimi,Iraq,"""Stub""",1112405155,44.5,WESTERN ASIA
Hani Abd Latif Tilfah,Iraq,"""Stub""",1064381556,44.5,WESTERN ASIA
Toma Tomas,Iraq,"""Start""",1105799958,44.5,WESTERN ASIA
Aqil Al-Turaihi,Iraq,"""Stub""",1033782881,44.5,WESTERN ASIA
Ahmed Uthman,Iraq,"""C""",925817031,44.5,WESTERN ASIA
Pascal Esho Warda,Iraq,"""Start""",1112315090,44.5,WESTERN ASIA
Ahmad Muhammad Yahya,Iraq,"""Start""",1113423783,44.5,WESTERN ASIA
Nabeel Yasin,Iraq,"""Start""",1110330724,44.5,WESTERN ASIA
Aziz Al-Yasiri,Iraq,"""Start""",1108536327,44.5,WESTERN ASIA
Tawfiq al-Yasiri,Iraq,"""Stub""",1106529342,44.5,WESTERN ASIA
Luay al-Yassiry,Iraq,"""Stub""",1107451092,44.5,WESTERN ASIA
Saleh Yousefi,Iraq,"""Start""",1085144493,44.5,WESTERN ASIA
Awni Yusuf,Iraq,"""Stub""",1033783751,44.5,WESTERN ASIA
Yusuf Salman Yusuf,Iraq,"""C""",1071717292,44.5,WESTERN ASIA
Lara Zara,Iraq,"""Start""",1054088472,44.5,WESTERN ASIA
Falah Hassan al-Zidan,Iraq,"""Start""",1083020700,44.5,WESTERN ASIA
Faleh al-Ziyadi,Iraq,"""Stub""",1107471964,44.5,WESTERN ASIA
Adnan al-Zurfi,Iraq,"""Stub""",1081329892,44.5,WESTERN ASIA
Avraham Agmon,Israel,"""Stub""",1082861728,9.5,WESTERN ASIA
Mehereta Baruch-Ron,Israel,"""Stub""",1106009820,9.5,WESTERN ASIA
Yehuda Gilad (politician),Israel,"""Start""",1066851216,9.5,WESTERN ASIA
Yosi Havilio,Israel,"""C""",1110930423,9.5,WESTERN ASIA
Uri Savir,Israel,"""C""",1089536198,9.5,WESTERN ASIA
Giuseppe Amadei,Italy,"""Stub""",1104409599,58.9,SOUTHERN EUROPE
Umberto Ambrosoli,Italy,"""Stub""",1096165310,58.9,SOUTHERN EUROPE
Alfredo Arpaia,Italy,"""Stub""",1108659968,58.9,SOUTHERN EUROPE
Giovanni Battista Balbis,Italy,"""Stub""",1081744121,58.9,SOUTHERN EUROPE
Pier Paolo Baretta,Italy,"""Start""",1085280190,58.9,SOUTHERN EUROPE
Anton Giulio Barrili,Italy,"""Stub""",978567484,58.9,SOUTHERN EUROPE
Alfonso Bartoli,Italy,"""C""",1035890081,58.9,SOUTHERN EUROPE
Giordano Bianchi Dottula,Italy,"""Start""",1079209576,58.9,SOUTHERN EUROPE
Gianpaolo Bissi,Italy,"""Stub""",1095508915,58.9,SOUTHERN EUROPE
Gabriele Boscetto,Italy,"""Stub""",1100667138,58.9,SOUTHERN EUROPE
Francesco Bosi,Italy,"""Stub""",1099307053,58.9,SOUTHERN EUROPE
Giovanni Bovara,Italy,"""Start""",1002536039,58.9,SOUTHERN EUROPE
Darko Bratina,Italy,"""Start""",1094423354,58.9,SOUTHERN EUROPE
Gino Bucchino,Italy,"""Stub""",1060353087,58.9,SOUTHERN EUROPE
Niccolò di Buonaccorso,Italy,"""Start""",1107367081,58.9,SOUTHERN EUROPE
Marino Busdachin,Italy,"""Start""",921347086,58.9,SOUTHERN EUROPE
Michele Caccavale,Italy,"""Stub""",1110804299,58.9,SOUTHERN EUROPE
Davide Caparini,Italy,"""B""",1106490964,58.9,SOUTHERN EUROPE
Livio Caputo,Italy,"""Stub""",1112747544,58.9,SOUTHERN EUROPE
Viola Carofalo,Italy,"""Start""",1096983528,58.9,SOUTHERN EUROPE
Francesco Carrara (jurist),Italy,"""Start""",1056880051,58.9,SOUTHERN EUROPE
Filippo Cavazzuti,Italy,"""Stub""",1098591052,58.9,SOUTHERN EUROPE
Enea Cerquetti,Italy,"""Start""",1102908999,58.9,SOUTHERN EUROPE
Enrico Cialdini,Italy,"""Start""",1103959317,58.9,SOUTHERN EUROPE
Michele Angelo Cianciulli,Italy,"""Stub""",857696567,58.9,SOUTHERN EUROPE
"Luigi, Count Cibrario",Italy,"""C""",1095991908,58.9,SOUTHERN EUROPE
Pompeo Colajanni,Italy,"""C""",1108161134,58.9,SOUTHERN EUROPE
Stefano Colonna,Italy,"""Stub""",1004458598,58.9,SOUTHERN EUROPE
Piero Ginori Conti,Italy,"""C""",1051092198,58.9,SOUTHERN EUROPE
Alessandro Contini-Bonacossi,Italy,"""Start""",1073522623,58.9,SOUTHERN EUROPE
Cesare Correnti,Italy,"""Start""",1045556051,58.9,SOUTHERN EUROPE
Luca Coscioni,Italy,"""B""",1107042122,58.9,SOUTHERN EUROPE
Teodoro Cottrau,Italy,"""Stub""",1086249371,58.9,SOUTHERN EUROPE
Giovanni Cuomo,Italy,"""Start""",1097157970,58.9,SOUTHERN EUROPE
Lucio D'Ubaldo,Italy,"""Stub""",1021444998,58.9,SOUTHERN EUROPE
Marta Dassù,Italy,"""Start""",1011675461,58.9,SOUTHERN EUROPE
Philippe Daverio,Italy,"""C""",1105900763,58.9,SOUTHERN EUROPE
Antonio De Berti,Italy,"""C""",1109866440,58.9,SOUTHERN EUROPE
Diana de Feo,Italy,"""Stub""",1102718245,58.9,SOUTHERN EUROPE
Saverio De Michele,Italy,"""Start""",1098283085,58.9,SOUTHERN EUROPE
Simon Doria,Italy,"""Start""",1041520329,58.9,SOUTHERN EUROPE
Carlo Dossi,Italy,"""Start""",1058161586,58.9,SOUTHERN EUROPE
Eugenio Duca,Italy,"""Stub""",1099980441,58.9,SOUTHERN EUROPE
Vincenzo Duplancich,Italy,"""C""",1057045447,58.9,SOUTHERN EUROPE
Carlo Fadda,Italy,"""Stub""",1056880141,58.9,SOUTHERN EUROPE
Marco Fedi,Italy,"""Stub""",1050126521,58.9,SOUTHERN EUROPE
Josip Ferfolja,Italy,"""Start""",1099213916,58.9,SOUTHERN EUROPE
Bruno Ferrante,Italy,"""Stub""",1102059273,58.9,SOUTHERN EUROPE
Carlo Filangieri,Italy,"""C""",1038445145,58.9,SOUTHERN EUROPE
Paolo Filippi,Italy,"""Start""",1100351018,58.9,SOUTHERN EUROPE
Vincenzo Filonardi,Italy,"""Start""",1081798233,58.9,SOUTHERN EUROPE
Quirico Filopanti,Italy,"""Start""",1087275146,58.9,SOUTHERN EUROPE
Costantino Fittante,Italy,"""Stub""",1098806023,58.9,SOUTHERN EUROPE
Vittorio Fossombroni,Italy,"""Start""",1077056035,58.9,SOUTHERN EUROPE
Francesca Romana D'Antuono,Italy,"""C""",1089634668,58.9,SOUTHERN EUROPE
Pompeo Gabrielli,Italy,"""Start""",1068544781,58.9,SOUTHERN EUROPE
Carlo Galli (political scientist),Italy,"""Stub""",1108504948,58.9,SOUTHERN EUROPE
Ricciotti Garibaldi,Italy,"""Start""",1089398766,58.9,SOUTHERN EUROPE
Gennaro Placco,Italy,"""Stub""",1095601753,58.9,SOUTHERN EUROPE
Michele Geraci,Italy,"""C""",1110082021,58.9,SOUTHERN EUROPE
Giovanni Giavazzi,Italy,"""Stub""",1108537924,58.9,SOUTHERN EUROPE
Gaetano Gifuni,Italy,"""Start""",1073317975,58.9,SOUTHERN EUROPE
Carlo Ginori,Italy,"""Stub""",901844540,58.9,SOUTHERN EUROPE
Raffaello Giovagnoli,Italy,"""C""",1056783688,58.9,SOUTHERN EUROPE
Nerio Giovanazzi,Italy,"""Stub""",1106251352,58.9,SOUTHERN EUROPE
Carlo Ignazio Giulio,Italy,"""Stub""",1033701461,58.9,SOUTHERN EUROPE
Osvaldo Gnocchi-Viani,Italy,"""C""",1073660757,58.9,SOUTHERN EUROPE
Gaetano Gorgoni,Italy,"""Stub""",1103213789,58.9,SOUTHERN EUROPE
Michele Gortani,Italy,"""Start""",1032288622,58.9,SOUTHERN EUROPE
Giuseppe Govone,Italy,"""C""",1059207174,58.9,SOUTHERN EUROPE
Francesco Domenico Guerrazzi,Italy,"""Start""",978567488,58.9,SOUTHERN EUROPE
Umberto Klinger,Italy,"""C""",1114272796,58.9,SOUTHERN EUROPE
Vincenzo La Russa,Italy,"""Stub""",1100035232,58.9,SOUTHERN EUROPE
Luigi Porro Lambertenghi,Italy,"""Start""",1081453534,58.9,SOUTHERN EUROPE
Enzo Lattuca,Italy,"""C""",1064363585,58.9,SOUTHERN EUROPE
Monaldo Leopardi,Italy,"""C""",1113303098,58.9,SOUTHERN EUROPE
David Levi (Italy),Italy,"""Start""",1059903449,58.9,SOUTHERN EUROPE
Giovanni Lilliu,Italy,"""Stub""",1024650725,58.9,SOUTHERN EUROPE
Calogero Lo Giudice,Italy,"""Stub""",1099628382,58.9,SOUTHERN EUROPE
Alessandrina Lonardo,Italy,"""Stub""",1109618180,58.9,SOUTHERN EUROPE
Andrea Maffei,Italy,"""Start""",1047910388,58.9,SOUTHERN EUROPE
Mario Maiolo,Italy,"""Stub""",1083730536,58.9,SOUTHERN EUROPE
Alessandra Maiorino,Italy,"""Start""",1109617671,58.9,SOUTHERN EUROPE
Manfredo Manfredi,Italy,"""Stub""",1044737928,58.9,SOUTHERN EUROPE
Vincenzo Maranghi,Italy,"""C""",1070394127,58.9,SOUTHERN EUROPE
Filippo Mariotti,Italy,"""Stub""",1097157270,58.9,SOUTHERN EUROPE
Manuel Marliani,Italy,"""Stub""",1062865219,58.9,SOUTHERN EUROPE
Vincenzo Massilla,Italy,"""Start""",1094446134,58.9,SOUTHERN EUROPE
Ottaviano de' Medici,Italy,"""Stub""",1068447633,58.9,SOUTHERN EUROPE
